Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
I,0.345,0.255,0.085,0.2005,0.105,0.037,0.05,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.5112203652615825,-1.562597955339956,-1.307374603187561,-1.2952995896026884,-1.1578424210314604,-1.321628447856649,-1.370974977871278,-1.5441684417853991,9
I,0.35,0.255,0.09,0.1785,0.0855,0.0305,0.0525,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.4695076047662052,-1.562597955339956,-1.1888883719632097,-1.3400361008714212,-1.2452921895777718,-1.380629415893149,-1.353069161463223,-0.6125022526851688,9
I,0.36,0.27,0.085,0.196,0.0875,0.035,0.064,4,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3860820837754506,-1.4111093363792868,-1.307374603187561,-1.3044502396349291,-1.2363229825473807,-1.3397825918678798,-1.2707024059861711,-1.8547238381521427,9
I,0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3443693232800733,-1.4111093363792868,-1.307374603187561,-1.3217348008069396,-1.2654729053961513,-1.276243087828572,-1.3136763653655026,-1.2336130454186558,9
I,0.365,0.27,0.085,0.196,0.0825,0.0375,0.06,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3443693232800733,-1.4111093363792868,-1.307374603187561,-1.3044502396349291,-1.2587460001233581,-1.3170899118538413,-1.2993517122390588,-0.9230576490519122,9
I,0.365,0.265,0.085,0.213,0.0945,0.049,0.06,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.3443693232800733,-1.46160554269951,-1.307374603187561,-1.2698811172909086,-1.2049307579410125,-1.2127035837892643,-1.2993517122390588,-0.9230576490519122,9
I,0.37,0.29,0.09,0.2445,0.089,0.0655,0.075,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.302656562784696,-1.2091245110983952,-1.1888883719632097,-1.2058265670652226,-1.2295960772745878,-1.0629318956966107,-1.1919168137907301,-0.9230576490519122,9
I,0.37,0.28,0.085,0.217,0.1095,0.035,0.062,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.302656562784696,-1.3101169237388408,-1.307374603187561,-1.2617472061511388,-1.1376617052130809,-1.3397825918678798,-1.285027059112615,-1.2336130454186558,9
I,0.375,0.29,0.095,0.213,0.096,0.041,0.061,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2609438022893187,-1.2091245110983952,-1.0704021407388582,-1.2698811172909086,-1.1982038526682195,-1.2853201598341875,-1.2921893856758369,-1.5441684417853991,9
I,0.375,0.29,0.085,0.2385,0.118,0.045,0.0695,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2609438022893187,-1.2091245110983952,-1.307374603187561,-1.218027433774877,-1.0995425753339194,-1.2490118718117258,-1.2313096098884506,-0.9230576490519122,9
I,0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2609438022893187,-1.3101169237388408,-1.4258608344119126,-1.2912326340328035,-1.2587460001233581,-1.2217806557948798,-1.2635400794229492,-0.6125022526851688,9
I,0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2192310417939414,-1.3606131300590638,-0.7149434470658038,-1.1824415725383852,-1.1354194034554832,-1.1718567597639955,-1.1883356505091192,-1.2336130454186558,9
I,0.385,0.28,0.085,0.2175,0.097,0.038,0.067,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.177518281298564,-1.3101169237388408,-1.307374603187561,-1.2607304672586677,-1.1937192491530242,-1.3125513758510337,-1.2492154262965054,-0.6125022526851688,9
I,0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.177518281298564,-1.3101169237388408,-1.1888883719632097,-1.2393789505167725,-1.1690539298194491,-1.276243087828572,-1.2599589161413383,-1.5441684417853991,9
I,0.395,0.305,0.105,0.284,0.1135,0.0595,0.0945,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0940927603078097,-1.057635892137726,-0.8334296782901554,-1.125504194559998,-1.119723291152299,-1.1173943277303031,-1.052251445807903,-0.6125022526851688,9
I,0.395,0.295,0.095,0.2725,0.115,0.0625,0.085,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0940927603078097,-1.1586283047781722,-1.0704021407388582,-1.1488891890868353,-1.1129963858795058,-1.090163111713457,-1.120293548158511,-0.6125022526851688,9
I,0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0523799998124324,-1.2091245110983952,-0.9519159095145066,-1.1590565780115476,-1.0883310665459307,-1.1083172557246876,-1.1811733239458972,-1.5441684417853991,9
I,0.41,0.335,0.11,0.33,0.157,0.0705,0.17,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.9689544788216782,-0.7546586542163877,-0.7149434470658038,-1.0319642164526475,-0.9246430382412963,-1.017546535668534,-0.511495790284649,-0.9230576490519122,9
I,0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8855289578309236,-1.057635892137726,-1.1888883719632097,-1.0360311720225324,-0.8753123995741462,-1.0992401837190724,-1.1417805278481767,-1.2336130454186558,9
I,0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8438161973355462,-0.8556510668568338,-0.7149434470658038,-1.024847044205349,-0.852889381998169,-1.2490118718117258,-1.0128586497101826,-0.9230576490519122,9
I,0.425,0.32,0.1,0.3055,0.126,0.06,0.106,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8438161973355462,-0.9061472731770569,-0.9519159095145066,-1.0817844221837363,-1.0636657472123556,-1.1128557917274955,-0.9698846903308512,-0.9230576490519122,9
I,0.425,0.31,0.09,0.301,0.1385,0.065,0.08,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8438161973355462,-1.007139685817503,-1.1888883719632097,-1.090935072215977,-1.0076082032724123,-1.0674704316994186,-1.1561051809746206,-0.9230576490519122,9
I,0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.802103436840169,-0.7041624478961646,-3.3216405340015362,-0.832683393528292,-0.7026551642391211,-0.8768519195814957,-0.905423751261854,-0.6125022526851688,9
I,0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7603906763447917,-0.9566434794972799,-0.7149434470658038,-0.9536753217323649,-0.9044623224229168,-1.0084694636629186,-0.8696121184457445,-0.9230576490519122,9
I,0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7186779158494144,-0.7041624478961646,-0.4779709846171009,-0.812348615678868,-0.6802321466631438,-0.9040831355983417,-0.8696121184457445,-0.3019468563184254,9
I,0.45,0.33,0.105,0.448,0.208,0.089,0.12,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.6352523948586599,-0.8051548605366108,-0.8334296782901554,-0.7920138378294439,-0.6959282589663279,-0.8496207035646496,-0.8696121184457445,-0.3019468563184254,9
I,0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.5935396343632826,-0.6536662415759421,-0.8334296782901554,-0.888604032614208,-0.8932508136349281,-0.9721611756404571,-0.826638159066413,-0.6125022526851688,9
F,0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.5935396343632826,-0.4516814162950499,-0.5964572158414522,-0.827599699065936,-0.803558743331019,-0.6771563354579574,-0.8373816489112459,-0.6125022526851688,9
I,0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.336, 0.502]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.5935396343632826,-0.8051548605366108,-0.9519159095145066,-0.9465581494850664,-0.023237731687008774,-0.9540070316292263,-0.9412353840779636,-0.6125022526851688,9
I,0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.5518268738679053,-0.5021776226152729,-0.8334296782901554,-0.7554112377004806,-0.6309015079959936,-0.7588499835084958,-0.9412353840779636,-0.9230576490519122,9
I,0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.5518268738679053,-0.603170035255719,-0.8334296782901554,-0.9496083661624801,-0.9224007364836986,-0.958545567632034,-0.912586077825076,-0.3019468563184254,9
F,0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.5518268738679053,-0.4516814162950499,-0.3594847533927493,-0.7299927653887007,-0.7048974659967189,-0.7089260874776112,-0.7192032606180845,-0.6125022526851688,9
I,0.465,0.34,0.11,0.346,0.1425,0.073,0.113,11,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(9.0, 11.0]",-0.510114113372528,-0.7041624478961646,-0.7149434470658038,-0.9994285718935689,-0.9896697892116306,-0.9948538556544956,-0.9197484043882979,0.3191639364150615,9
I,0.47,0.365,0.1,0.411,0.175,0.0855,0.135,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.4684013528771512,-0.4516814162950499,-0.9519159095145066,-0.8672525158723129,-0.8439201749677782,-0.8813904555843033,-0.7621772199974157,-0.6125022526851688,9
I,0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.165, 1.13]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.4684013528771512,-0.552673828935496,0.9438637900751167,-0.726942548711287,-0.7071397677543165,-0.7043875514748036,-0.6511611582674763,-0.6125022526851688,9
I,0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.4684013528771512,-0.552673828935496,-0.4779709846171009,-0.903855116001276,-0.8797970030893417,-0.8541592395674572,-0.905423751261854,-0.6125022526851688,9
I,0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.42668859238177387,-0.552673828935496,-0.9519159095145066,-0.6791558207651407,-0.49187879902493437,-0.8314665595534187,-0.7263655871813062,-0.6125022526851688,9
I,0.475,0.38,0.12,0.441,0.1785,0.0885,0.1505,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.42668859238177387,-0.30019279733438065,-0.4779709846171009,-0.8062481823240407,-0.828224062664594,-0.8541592395674572,-0.6511611582674763,-0.6125022526851688,9
I,0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.42668859238177387,-0.5021776226152729,-0.7149434470658038,-0.7025408152919782,-0.6824744484207415,-0.6590021914467267,-0.6547423215490873,-0.6125022526851688,9
I,0.48,0.37,0.125,0.5435,0.244,0.101,0.165,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.3849758318863966,-0.4011852099748268,-0.3594847533927493,-0.5978167093674446,-0.5344825324192913,-0.7406958394972649,-0.5473074231007585,-0.3019468563184254,9
I,0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.3849758318863966,-0.552673828935496,-0.5964572158414522,-0.7421936320983551,-0.7026551642391211,-0.6408480474354958,-0.7836641996870815,-0.6125022526851688,9
I,0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.3849758318863966,-0.4516814162950499,-0.9519159095145066,-0.7655786266251926,-0.6398707150263846,-0.899544599595534,-0.7621772199974157,-0.6125022526851688,9
I,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.25983755040026474,-0.552673828935496,-0.4779709846171009,-0.6933901652597374,-0.6690206378751551,-0.7089260874776112,-0.6583234848306982,-0.6125022526851688,9
M,0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.25983755040026474,-0.14870417837371147,-0.4779709846171009,-0.5784986704104916,-0.6241746027232005,-0.4093827112923037,-0.5329827699743147,-0.6125022526851688,9
I,0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,-0.30019279733438065,-0.12251229094404618,-0.49512608122785323,-0.30801005490192057,-0.713464623480419,-0.6081871988881449,-0.3019468563184254,9
M,0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,0.10377685322740327,-0.12251229094404618,-0.32736416397010504,-0.27437552853795455,-0.3730744232698424,-0.2500708707270496,-0.3019468563184254,9
I,0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,-0.35068900365460376,0.11446017150465632,-0.524611509109518,-0.5569055499952686,-0.4093827112923037,-0.4040608918363205,-0.3019468563184254,9
I,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,0.0027844405869571418,-0.004026059719694606,-0.35786633074424107,-0.46945578144895705,-0.1824559111519194,-0.3252752996408795,-0.3019468563184254,9
I,0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.21812478990488746,-0.14870417837371147,-0.004026059719694606,-0.439205442141937,-0.31697926193231146,-0.5636929353877652,-0.3324376262041014,-0.3019468563184254,9
I,0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.17641202940951017,-0.30019279733438065,-0.4779709846171009,-0.49512608122785323,-0.4649711779337616,-0.3549202792586117,-0.4398725246524301,-0.9230576490519122,9
I,0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.0929865084187556,-0.30019279733438065,-0.4779709846171009,-0.4320882698946387,-0.16450274241566568,-0.4819992873372268,-0.5831190559168682,-0.9230576490519122,9
I,0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.0929865084187556,0.10377685322740327,-0.12251229094404618,-0.25720918038959223,-0.11741440550611329,-0.35038174325580396,-0.26081436057188245,0.9402747291485484,9
I,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.0929865084187556,-0.09820797205348843,-0.12251229094404618,-0.2866946082712569,-0.1936526652644362,-0.5183075753596883,-0.47568415746853965,-0.3019468563184254,9
I,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.05127374792337831,-0.09820797205348843,-0.24099852216839776,-0.5185110757546908,-0.5838131710864413,-0.4184597832979191,-0.4398725246524301,0.008608540048318068,9
I,0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.05127374792337831,-0.14870417837371147,-0.3594847533927493,-0.3548161140668274,-0.2811024338107478,-0.4683836793288037,-0.3646680957386,-0.3019468563184254,9
I,0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.009560987428001022,-0.09820797205348843,-0.3594847533927493,-0.2866946082712569,0.02609290698014134,-0.40030563928668833,-0.5544697496639804,-0.3019468563184254,9
I,0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,0.05328064690718021,-0.24099852216839776,-0.29177830273361305,0.12251188255684384,-0.6499251194411112,-0.5329827699743147,-0.3019468563184254,9
I,0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.032151773067376266,0.10377685322740327,0.3514326339533595,-0.055894879680294204,0.49024937080287145,-0.6499251194411112,-0.3539246058937671,0.008608540048318068,9
I,0.53,0.415,0.11,0.5745,0.2525,0.1235,0.189,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,0.05328064690718021,-0.7149434470658038,-0.53477889803423,-0.49636340254012984,-0.5364617193709191,-0.37541158558343285,-0.3019468563184254,9
I,0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.032151773067376266,0.15427305954762632,-0.24099852216839776,-0.1423176855403465,0.2503230827399143,-0.5636929353877652,-0.22500272775577287,-0.3019468563184254,9
I,0.535,0.4,0.135,0.6025,0.2895,0.121,0.154,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.07386453356275355,-0.09820797205348843,-0.12251229094404618,-0.4778415200558427,-0.3304330724778979,-0.5591543993849576,-0.6260930152961997,-0.3019468563184254,9
I,0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.07386453356275355,0.05328064690718021,0.2329464027290079,-0.5307119424643452,-0.016510826414215578,-0.43207539130634215,-0.1175678293074442,-0.6125022526851688,9
F,0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.07386453356275355,0.0027844405869571418,-0.24099852216839776,-0.25009200814229365,-0.1263836125365042,-0.35038174325580396,-0.24290854416382768,-0.3019468563184254,9
M,0.535,0.435,0.15,0.717,0.3475,0.1445,0.194,9,0,0,1,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.07386453356275355,0.25526547218807244,0.2329464027290079,-0.24500831367993778,-0.07032606859656115,-0.3458432072529963,-0.3395999527673233,-0.3019468563184254,9
