Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,F,I,M,Length_discretized,Diameter_discretized,Height_discretized,Whole weight_discretized,Shucked weight_discretized,Viscera weight_discretized,Shell weight_discretized,Rings_discretized,Length_z_score,Diameter_z_score,Height_z_score,Whole weight_z_score,Shucked weight_z_score,Viscera weight_z_score,Shell weight_z_score,Rings_z_score,prediction
0.375,0.27,0.085,0.218,0.0945,0.039,0.07,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.2413145697720638,-1.3911548077402576,-1.389671216199385,-1.2429885490488541,-1.1864039839067313,-1.290267928232873,-1.2124359289932964,-0.916801183533873,9
0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.19973301314463,-1.3407764196054601,-0.7515646731860145,-1.1659839932794076,-1.1174183156500228,-1.1587957725712406,-1.17301824708067,-1.228683381209027,9
0.38,0.27,0.08,0.2105,0.0865,0.042,0.07,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.19973301314463,-1.3911548077402576,-1.5172925248020592,-1.258186816634929,-1.2220094901037424,-1.2630667925787422,-1.2124359289932964,-0.6049189858587191,9
0.385,0.29,0.09,0.2615,0.111,0.0595,0.0745,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-1.1581514565171962,-1.1896412552010687,-1.262049907596711,-1.1548385970496196,-1.1129676273753966,-1.1043935012629789,-1.1801850983375113,-0.2930367881835652,9
0.385,0.3,0.095,0.302,0.152,0.0615,0.0735,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.0888844789314738,-1.1344285989940368,-1.0727679520848148,-0.9304894081157156,-1.0862594108268915,-1.1873519495943523,-0.916801183533873,9
0.385,0.28,0.09,0.228,0.1025,0.042,0.0655,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1581514565171962,-1.2903980314706627,-1.262049907596711,-1.222724192267421,-1.1507984777097207,-1.2630667925787422,-1.2446867596490814,-1.5405655788841808,9
0.39,0.3,0.095,0.3265,0.1665,0.0575,0.089,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.1165698998897624,-1.0888844789314738,-1.1344285989940368,-1.023120277970303,-0.8659544281336332,-1.122527591699066,-1.0762657551133148,-0.916801183533873,9
0.4,0.29,0.1,0.2675,0.1205,0.0605,0.0765,5,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-1.0334067866348948,-1.1896412552010687,-1.0068072903913625,-1.1426799829807595,-1.070686088766446,-1.0953264560449352,-1.165851395823829,-1.5405655788841808,9
0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.9918252300074609,-1.240019643335866,-1.262049907596711,-1.1487592900151893,-1.0439819591186879,-1.1859969082253712,-1.1766016727090907,-1.228683381209027,9
0.42,0.305,0.09,0.328,0.168,0.0615,0.082,6,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8670805601251599,-1.0385060907966763,-1.262049907596711,-1.020080624453088,-0.8592783957216937,-1.0862594108268915,-1.1264337139112026,-1.228683381209027,9
0.425,0.325,0.11,0.3335,0.173,0.045,0.1,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.8254990034977261,-0.8369925382574869,-0.7515646731860145,-1.0089352282232997,-0.837024954348562,-1.2358656569246111,-0.9974303912880623,-0.916801183533873,9
0.43,0.34,0.0,0.428,0.2065,0.086,0.115,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7839174468702922,-0.6858573738530948,-3.559233462444845,-0.8174370566387552,-0.6879268971485788,-0.8641168029848227,-0.8899276224354454,-0.6049189858587191,9
0.43,0.315,0.095,0.378,0.175,0.08,0.1045,8,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7839174468702922,-0.9377493145270817,-1.1344285989940368,-0.9187588405459216,-0.8281235777993092,-0.9185190742930844,-0.9651795606322774,-0.6049189858587191,9
0.435,0.315,0.11,0.3685,0.1615,0.0715,0.12,7,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.7423358902428584,-0.9377493145270817,-0.7515646731860145,-0.9380099794882832,-0.8882078695067651,-0.9955889586464554,-0.8540933661512398,-0.916801183533873,9
0.44,0.34,0.12,0.438,0.2115,0.083,0.12,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(0.115, 0.14]","(0.001, 0.442]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.7007543336154246,-0.6858573738530948,-0.4963220559806664,-0.7971726998573219,-0.665673455775447,-0.8913179386389536,-0.8540933661512398,-0.2930367881835652,9
0.45,0.33,0.105,0.448,0.208,0.089,0.12,9,0,1,0,"(0.074, 0.45]","(0.054, 0.35]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.6175912203605569,-0.7866141501226895,-0.8791859817886888,-0.7769083430758886,-0.6812508647366392,-0.8369156673306919,-0.8540933661512398,-0.2930367881835652,9
0.455,0.345,0.105,0.4005,0.164,0.0755,0.126,8,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.5760096637331231,-0.635478985718298,-0.8791859817886888,-0.8731640377876967,-0.8770811488201992,-0.9593207777742808,-0.811092258610193,-0.6049189858587191,9
0.455,0.365,0.115,0.4305,0.184,0.108,0.1245,8,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.5760096637331231,-0.4339654331791084,-0.6239433645833403,-0.8123709674433969,-0.7880673833276719,-0.664641808187863,-0.8218425354954546,-0.6049189858587191,9
0.455,0.33,0.1,0.372,0.358,0.0775,0.11,8,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.336, 0.502]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.5760096637331231,-0.7866141501226895,-1.0068072903913625,-0.9309174546147816,-0.013647623542684742,-0.9411866873381936,-0.9257618787196512,-0.6049189858587191,9
0.46,0.36,0.105,0.466,0.2225,0.099,0.11,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.0005, 0.13]","(0.999, 8.0]",-0.5344281071056893,-0.4843438213139058,-0.8791859817886888,-0.7404325008693087,-0.616715884754557,-0.7462452151502555,-0.9257618787196512,-0.916801183533873,9
0.46,0.35,0.105,0.3705,0.1575,0.077,0.114,9,0,1,0,"(0.45, 0.545]","(0.054, 0.35]","(-0.001, 0.115]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(8.0, 9.0]",-0.5344281071056893,-0.5851005975835005,-0.8791859817886888,-0.9339571081319966,-0.9060106226052705,-0.9457202099472154,-0.8970944736922866,-0.2930367881835652,9
0.46,0.365,0.125,0.4785,0.206,0.1045,0.141,8,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.5344281071056893,-0.4339654331791084,-0.3687007473779922,-0.7151020548925171,-0.690152241285892,-0.6963764664510157,-0.7035894897575761,-0.6049189858587191,9
0.47,0.355,0.18,0.48,0.2055,0.105,0.1505,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.165, 1.13]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.4512649938508221,-0.5347222094487032,1.0351336472514228,-0.7120624013753021,-0.6923775854232052,-0.6918429438419939,-0.6355044028175852,-0.6049189858587191,9
0.47,0.355,0.12,0.393,0.167,0.0885,0.115,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.001, 0.442]","(0.0, 0.186]","(-0.0005, 0.0934]","(0.0005, 0.13]","(0.999, 8.0]",-0.4512649938508221,-0.5347222094487032,-0.4963220559806664,-0.8883623053737716,-0.8637290839963201,-0.8414491899397137,-0.8899276224354454,-0.6049189858587191,9
0.475,0.355,0.1,0.5035,0.2535,0.091,0.14,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.40968343722338824,-0.5347222094487032,-1.0068072903913625,-0.664441162938934,-0.47874454824113966,-0.8187815768946046,-0.710756341014417,-0.6049189858587191,9
0.475,0.36,0.11,0.492,0.211,0.11,0.15,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.40968343722338824,-0.4843438213139058,-0.7515646731860145,-0.6877451732375821,-0.6678987999127601,-0.6465077177517757,-0.6390878284460059,-0.6049189858587191,9
0.48,0.355,0.115,0.4725,0.2065,0.112,0.132,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.36810188059595444,-0.5347222094487032,-0.6239433645833403,-0.7272606689613771,-0.6879268971485788,-0.6283736273156885,-0.7680911510691462,-0.6049189858587191,9
0.48,0.365,0.1,0.461,0.2205,0.0835,0.135,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(-0.0005, 0.0934]","(0.13, 0.234]","(0.999, 8.0]",-0.36810188059595444,-0.4339654331791084,-1.0068072903913625,-0.7505646792600252,-0.6256172613038097,-0.8867844160299317,-0.7465905972986226,-0.6049189858587191,9
0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.24335721071365296,-0.5347222094487032,-0.4963220559806664,-0.6786262126859371,-0.6545467350888811,-0.6963764664510157,-0.6426712540744264,-0.6049189858587191,9
0.495,0.38,0.13,0.5125,0.2185,0.116,0.16,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.24335721071365296,-0.2828302687747163,-0.24107943877531798,-0.646203241835644,-0.6345186378530624,-0.5921054464435139,-0.5674193158775944,-0.916801183533873,9
0.495,0.395,0.12,0.553,0.224,0.1375,0.167,8,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.24335721071365296,-0.13169510437032414,-0.4963220559806664,-0.564132596870839,-0.6100398523426174,-0.397163974255576,-0.5172513570797065,-0.6049189858587191,9
0.5,0.38,0.135,0.594,0.2945,0.104,0.1565,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.20177565408621914,-0.2828302687747163,-0.11345813017264376,-0.4810487340669627,-0.2962663289814588,-0.7009099890600375,-0.5925032952765384,-0.2930367881835652,9
0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9,0,0,1,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.20177565408621914,0.12019683630366221,-0.11345813017264376,-0.3138677906201381,-0.2628861669217611,-0.3608957933834017,-0.23416073243448188,-0.2930367881835652,9
0.5,0.375,0.145,0.5795,0.239,0.1375,0.185,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.20177565408621914,-0.3332086569095137,0.14178448703270397,-0.5104320514000409,-0.543279528223222,-0.397163974255576,-0.38824803445656614,-0.2930367881835652,9
0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.20177565408621914,0.019440060034067442,0.014163178430030454,-0.344264325792288,-0.4564911068680078,-0.17048784380448542,-0.3094126706313136,-0.2930367881835652,9
0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.20177565408621914,-0.13169510437032414,0.014163178430030454,-0.425321752918021,-0.30516770553071154,-0.5513037429623178,-0.31657952188815475,-0.2930367881835652,9
0.505,0.38,0.12,0.594,0.2595,0.1435,0.18,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.16019409745878532,-0.2828302687747163,-0.4963220559806664,-0.4810487340669627,-0.45204041859338145,-0.34276170294731445,-0.42408229074077186,-0.916801183533873,9
0.505,0.395,0.105,0.551,0.248,0.103,0.171,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(-0.001, 0.115]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.16019409745878532,-0.13169510437032414,-0.8791859817886888,-0.5681854682271257,-0.5032233337515847,-0.7099770342780811,-0.4885839520523419,-0.6049189858587191,9
0.515,0.38,0.12,0.625,0.3265,0.1295,0.16,7,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",-0.07703098420391766,-0.2828302687747163,-0.4963220559806664,-0.41822922804451945,-0.15384430419341508,-0.46970033599992506,-0.5674193158775944,-0.916801183533873,9
0.515,0.42,0.135,0.711,0.337,0.144,0.205,13,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(11.0, 29.0]",-0.07703098420391766,0.12019683630366221,-0.11345813017264376,-0.24395575972419328,-0.10711207730983821,-0.3382281803382926,-0.24491100931974358,0.9544920025170504,9
0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.07703098420391766,-0.08131671623552676,-0.11345813017264376,-0.27333907705727145,-0.18277377797848646,-0.5059685168720995,-0.45991654702497753,-0.2930367881835652,9
0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",-0.03544942757648384,-0.08131671623552676,-0.24107943877531798,-0.5043527443656108,-0.56998365787098,-0.4062310194736196,-0.42408229074077186,0.018845409491588694,9
0.52,0.395,0.125,0.663,0.3005,0.131,0.1905,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",-0.03544942757648384,-0.13169510437032414,-0.3687007473779922,-0.3412246722750729,-0.2695621993337006,-0.4560997681728596,-0.3488303525439399,-0.2930367881835652,9
0.525,0.4,0.125,0.6965,0.369,0.1385,0.164,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.006132129050949989,-0.08131671623552676,-0.3687007473779922,-0.27333907705727145,0.0353099474782053,-0.38809692903753235,-0.5387519108502299,-0.2930367881835652,9
0.53,0.415,0.13,0.694,0.3905,0.111,0.167,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.04771368567838381,0.06981844816886482,-0.24107943877531798,-0.2784051662526299,0.1309997453826722,-0.6374406725337322,-0.5172513570797065,-0.2930367881835652,9
0.53,0.42,0.155,0.81,0.4725,0.111,0.192,10,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.04771368567838381,0.12019683630366221,0.39702710423805243,-0.04333862758800358,0.49595618390203383,-0.6374406725337322,-0.3380800756586782,0.018845409491588694,9
0.53,0.425,0.13,0.7675,0.419,0.1205,0.21,9,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.04771368567838381,0.17057522443845957,-0.24107943877531798,-0.12946214390909522,0.2578443612095234,-0.5513037429623178,-0.20907675303553788,-0.2930367881835652,9
0.535,0.415,0.15,0.5765,0.3595,0.135,0.225,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.08929524230581765,0.06981844816886482,0.2694057956353782,-0.5165113584344708,-0.00697159113074519,-0.41983158730068504,-0.1015739841829208,-0.6049189858587191,9
0.535,0.41,0.13,0.7145,0.335,0.144,0.2075,9,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.08929524230581765,0.019440060034067442,-0.24107943877531798,-0.23686323485069152,-0.11601345385909094,-0.3382281803382926,-0.22699388117764072,-0.2930367881835652,9
0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10,1,0,0,"(0.45, 0.545]","(0.35, 0.425]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.13087679893325146,0.12019683630366221,0.14178448703270397,0.06912855254895114,0.313477964642353,-0.1659543211954636,-0.15532536860922933,0.018845409491588694,9
0.545,0.435,0.135,0.7715,0.372,0.148,0.227,8,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.17245835556068528,0.27133200070805435,-0.11345813017264376,-0.12135640119652191,0.048662012302084404,-0.30195999946611807,-0.08724028166923851,-0.6049189858587191,9
0.545,0.43,0.15,0.7285,0.302,0.1315,0.2545,10,0,1,0,"(0.45, 0.545]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.17245835556068528,0.22095361257325696,0.2694057956353782,-0.2084931353566849,-0.2628861669217611,-0.4515662455638378,0.1098481278938926,0.018845409491588694,9
0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8,0,1,0,"(0.45, 0.545]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.17245835556068528,-0.03093832810072938,-0.11345813017264376,-0.4800355162278909,-0.4053081917098046,-0.569437833398405,-0.38824803445656614,-0.6049189858587191,9
0.55,0.43,0.145,0.7895,0.3745,0.171,0.223,11,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.2140399121881191,0.22095361257325696,0.14178448703270397,-0.08488055898994197,0.059788732988650325,-0.09341795945111454,-0.11590768669660308,0.3307276071667426,9
0.55,0.405,0.125,0.651,0.2965,0.137,0.2,9,1,0,0,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.2140399121881191,-0.03093832810072938,-0.3687007473779922,-0.3655419004127929,-0.2873649524322061,-0.40169749686459777,-0.2807452656039491,-0.2930367881835652,9
0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.2140399121881191,0.22095361257325696,0.2694057956353782,0.08736647365224111,0.23114023156176522,0.08338942230073604,0.0632635947244252,-0.2930367881835652,9
0.55,0.435,0.14,0.7535,0.3285,0.1555,0.2325,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(9.0, 11.0]",0.2140399121881191,0.27133200070805435,0.014163178430030454,-0.15783224340310184,-0.14494292764416233,-0.23395716033079084,-0.04782259975661225,0.018845409491588694,9
0.55,0.425,0.135,0.7305,0.3325,0.1545,0.215,9,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.2140399121881191,0.17057522443845957,-0.11345813017264376,-0.20444026400039822,-0.12714017454565688,-0.24302420554883447,-0.1732424967513322,-0.2930367881835652,9
0.555,0.44,0.14,0.8705,0.407,0.156,0.255,9,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.234, 0.329]","(8.0, 9.0]",0.2556214688155529,0.32171038884285175,0.014163178430030454,0.07926073093966779,0.20443610191400702,-0.22942363772176902,0.11343155352231317,-0.2930367881835652,9
0.555,0.43,0.155,0.7395,0.3135,0.1435,0.28,10,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.186, 0.336]","(0.0934, 0.171]","(0.234, 0.329]","(9.0, 11.0]",0.2556214688155529,0.22095361257325696,0.39702710423805243,-0.18620234289710824,-0.21170325176355784,-0.34276170294731445,0.29260283494334166,0.018845409491588694,9
0.555,0.43,0.14,0.7665,0.341,0.165,0.23,9,0,1,0,"(0.545, 0.615]","(0.425, 0.48]","(0.115, 0.14]","(0.442, 0.8]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(8.0, 9.0]",0.2556214688155529,0.22095361257325696,0.014163178430030454,-0.13148857958723856,-0.08930932421133274,-0.14782023075937634,-0.0657397278987151,-0.2930367881835652,9
0.555,0.425,0.145,0.7905,0.3485,0.1765,0.225,9,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(8.0, 9.0]",0.2556214688155529,0.17057522443845957,0.14178448703270397,-0.08285412331179863,-0.05592916215163523,-0.04354921075187482,-0.1015739841829208,-0.2930367881835652,9
0.56,0.425,0.135,0.8205,0.3715,0.185,0.236,9,0,1,0,"(0.545, 0.615]","(0.35, 0.425]","(0.115, 0.14]","(0.8, 1.153]","(0.336, 0.502]","(0.171, 0.253]","(0.234, 0.329]","(8.0, 9.0]",0.29720302544298677,0.17057522443845957,-0.11345813017264376,-0.022061052967498725,0.04643666816477122,0.03352067360149606,-0.022738620357668465,-0.2930367881835652,9
0.56,0.445,0.155,1.224,0.5565,0.3225,0.2695,10,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(1.153, 2.826]","(0.502, 1.488]","(0.253, 0.76]","(0.234, 0.329]","(9.0, 11.0]",0.29720302544298677,0.3720887769776491,0.39702710423805243,0.7956057431633342,0.8698139989706485,1.2802393910824945,0.21735089674650968,0.018845409491588694,9
0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,1,0,0,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.8, 1.153]","(0.336, 0.502]","(0.0934, 0.171]","(0.13, 0.234]","(0.999, 8.0]",0.33878458207041967,0.4224671651124465,0.14178448703270397,0.036705581698657855,0.26897108189608937,-0.11608557249622363,-0.1015739841829208,-0.6049189858587191,9
0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,0,0,1,"(0.545, 0.615]","(0.425, 0.48]","(0.14, 0.165]","(0.442, 0.8]","(0.336, 0.502]","(0.171, 0.253]","(0.13, 0.234]","(0.999, 8.0]",0.33878458207041967,0.3720887769776491,0.2694057956353782,-0.0717087270820102,0.01083116196776028,0.024453628383452428,-0.14457509172396762,-0.6049189858587191,9
